timestamp_utc,bvp
2026-05-14 17:12:58.014273+02:00,0.003932005260139704
2026-05-14 17:12:58.029898+02:00,0.0035803401842713356
2026-05-14 17:12:58.045523+02:00,0.0031672492623329163
2026-05-14 17:12:58.061148+02:00,0.0027463948354125023
2026-05-14 17:12:58.076773+02:00,0.0023678611032664776
2026-05-14 17:12:58.092398+02:00,0.0020623302552849054
2026-05-14 17:12:58.108023+02:00,0.0018342785770073533
2026-05-14 17:12:58.123648+02:00,0.001662718248553574
2026-05-14 17:12:58.139273+02:00,0.0015126042999327183
2026-05-14 17:12:58.154898+02:00,0.0013469642726704478
2026-05-14 17:12:58.170523+02:00,0.0011348812840878963
2026-05-14 17:12:58.186148+02:00,0.0008623261819593608
2026-05-14 17:12:58.201773+02:00,0.0005409452132880688
2026-05-14 17:12:58.217398+02:00,0.00020190718350932002
2026-05-14 17:12:58.233023+02:00,-0.0001249081688001752
2026-05-14 17:12:58.248648+02:00,-0.00042736573959700763
2026-05-14 17:12:58.264273+02:00,-0.0007103835814632475
2026-05-14 17:12:58.279898+02:00,-0.000985136372037232
2026-05-14 17:12:58.295523+02:00,-0.0012596576707437634
2026-05-14 17:12:58.311148+02:00,-0.0015339311212301254
2026-05-14 17:12:58.326773+02:00,-0.0017937561497092247
2026-05-14 17:12:58.342398+02:00,-0.002010100521147251
2026-05-14 17:12:58.358023+02:00,-0.002154564717784524
2026-05-14 17:12:58.373648+02:00,-0.0022148347925394773
2026-05-14 17:12:58.389273+02:00,-0.002196513582020998
2026-05-14 17:12:58.404898+02:00,-0.002120720688253641
2026-05-14 17:12:58.420523+02:00,-0.0020204735919833183
2026-05-14 17:12:58.436148+02:00,-0.001931196777150035
2026-05-14 17:12:58.451773+02:00,-0.0018779619131237268
2026-05-14 17:12:58.467398+02:00,-0.0018714347388595343
2026-05-14 17:12:58.483023+02:00,-0.0019151268061250448
2026-05-14 17:12:58.498648+02:00,-0.002007866743952036
2026-05-14 17:12:58.514273+02:00,-0.0021403732243925333
2026-05-14 17:12:58.529898+02:00,-0.002296347636729479
2026-05-14 17:12:58.545523+02:00,-0.0024561251047998667
2026-05-14 17:12:58.561148+02:00,-0.002597433514893055
2026-05-14 17:12:58.576773+02:00,-0.0026934018824249506
2026-05-14 17:12:58.592398+02:00,-0.0027182777412235737
2026-05-14 17:12:58.608023+02:00,-0.0026623166631907225
2026-05-14 17:12:58.623648+02:00,-0.0025373606476932764
2026-05-14 17:12:58.639273+02:00,-0.0023637167178094387
2026-05-14 17:12:58.654898+02:00,-0.002153470879420638
2026-05-14 17:12:58.670523+02:00,-0.0019105423707515001
2026-05-14 17:12:58.686148+02:00,-0.0016439554747194052
2026-05-14 17:12:58.701773+02:00,-0.0013709065970033407
2026-05-14 17:12:58.717398+02:00,-0.001104784314520657
2026-05-14 17:12:58.733023+02:00,-0.0008497407543472946
2026-05-14 17:12:58.748648+02:00,-0.0006100121536292136
2026-05-14 17:12:58.764273+02:00,-0.00039652263512834907
2026-05-14 17:12:58.779898+02:00,-0.00022163428366184235
2026-05-14 17:12:58.795523+02:00,-9.242026135325432e-05
2026-05-14 17:12:58.811148+02:00,-1.2039905413985252e-05
2026-05-14 17:12:58.826773+02:00,1.534086186438799e-05
2026-05-14 17:12:58.842398+02:00,-1.4055753126740456e-05
2026-05-14 17:12:58.858023+02:00,-9.811483323574066e-05
2026-05-14 17:12:58.873648+02:00,-0.0002269165124744177
2026-05-14 17:12:58.889273+02:00,-0.00038295018021017313
2026-05-14 17:12:58.904898+02:00,-0.0005419772351160645
2026-05-14 17:12:58.920523+02:00,-0.0006776609225198627
2026-05-14 17:12:58.936148+02:00,-0.0007678025867789984
2026-05-14 17:12:58.951773+02:00,-0.0007979670772328973
2026-05-14 17:12:58.967398+02:00,-0.0007633167551830411
2026-05-14 17:12:58.983023+02:00,-0.0006715402705594897
2026-05-14 17:12:58.998648+02:00,-0.0005416549975052476
2026-05-14 17:12:59.014273+02:00,-0.0003922487376257777
2026-05-14 17:12:59.029898+02:00,-0.00022898963652551174
2026-05-14 17:12:59.045523+02:00,-4.370277747511864e-05
2026-05-14 17:12:59.061148+02:00,0.00017417629715055227
2026-05-14 17:12:59.076773+02:00,0.000423761666752398
2026-05-14 17:12:59.092398+02:00,0.0006902763852849603
2026-05-14 17:12:59.108023+02:00,0.0009539306629449129
2026-05-14 17:12:59.123648+02:00,0.0012037034612149
2026-05-14 17:12:59.139273+02:00,0.0014476592186838388
2026-05-14 17:12:59.154898+02:00,0.0017041582614183426
2026-05-14 17:12:59.170523+02:00,0.0019788662903010845
2026-05-14 17:12:59.186148+02:00,0.002254293067380786
2026-05-14 17:12:59.201773+02:00,0.002499632304534316
2026-05-14 17:12:59.217398+02:00,0.0026851247530430555
2026-05-14 17:12:59.233023+02:00,0.0027914908714592457
2026-05-14 17:12:59.248648+02:00,0.0028132451698184013
2026-05-14 17:12:59.264273+02:00,0.0027529459912329912
2026-05-14 17:12:59.279898+02:00,0.0026157740503549576
2026-05-14 17:12:59.295523+02:00,0.0024146202486008406
2026-05-14 17:12:59.311148+02:00,0.002175896428525448
2026-05-14 17:12:59.326773+02:00,0.0019357971614226699
2026-05-14 17:12:59.342398+02:00,0.0017273843986913562
2026-05-14 17:12:59.358023+02:00,0.001567980507388711
2026-05-14 17:12:59.373648+02:00,0.0014591286890208721
2026-05-14 17:12:59.389273+02:00,0.0013972842134535313
2026-05-14 17:12:59.404898+02:00,0.0013839438324794173
2026-05-14 17:12:59.420523+02:00,0.0014248888473957777
2026-05-14 17:12:59.436148+02:00,0.0015181030612438917
2026-05-14 17:12:59.451773+02:00,0.0016464008949697018
2026-05-14 17:12:59.467398+02:00,0.0017843174282461405
2026-05-14 17:12:59.483023+02:00,0.0019080813508480787
2026-05-14 17:12:59.498648+02:00,0.0019967821426689625
2026-05-14 17:12:59.514273+02:00,0.0020286371000111103
2026-05-14 17:12:59.529898+02:00,0.001985659124329686
2026-05-14 17:12:59.545523+02:00,0.0018658227054402232
2026-05-14 17:12:59.561148+02:00,0.0016856170259416103
2026-05-14 17:12:59.576773+02:00,0.0014684702036902308
2026-05-14 17:12:59.592398+02:00,0.0012344908900558949
2026-05-14 17:12:59.608023+02:00,0.0010000222828239202
2026-05-14 17:12:59.623648+02:00,0.0007779242587275803
2026-05-14 17:12:59.639273+02:00,0.0005750267300754786
2026-05-14 17:12:59.654898+02:00,0.0003902935713995248
2026-05-14 17:12:59.670523+02:00,0.00021045416360720992
2026-05-14 17:12:59.686148+02:00,8.105591405183077e-06
2026-05-14 17:12:59.701773+02:00,-0.00024288310669362545
2026-05-14 17:12:59.717398+02:00,-0.0005424401606433094
2026-05-14 17:12:59.733023+02:00,-0.0008565682219341397
2026-05-14 17:12:59.748648+02:00,-0.0011316329473629594
2026-05-14 17:12:59.764273+02:00,-0.0013150903396308422
2026-05-14 17:12:59.779898+02:00,-0.0013714097440242767
2026-05-14 17:12:59.795523+02:00,-0.001289093284867704
2026-05-14 17:12:59.811148+02:00,-0.0010791267268359661
2026-05-14 17:12:59.826773+02:00,-0.0007653936627320945
2026-05-14 17:12:59.842398+02:00,-0.0003729651216417551
2026-05-14 17:12:59.858023+02:00,7.414229912683368e-05
2026-05-14 17:12:59.873648+02:00,0.0005514008225873113
2026-05-14 17:12:59.889273+02:00,0.0010387436486780643
2026-05-14 17:12:59.904898+02:00,0.001518836710602045
2026-05-14 17:12:59.920523+02:00,0.001962939277291298
2026-05-14 17:12:59.936148+02:00,0.002323930151760578
2026-05-14 17:12:59.951773+02:00,0.002546461997553706
2026-05-14 17:12:59.967398+02:00,0.0025857400614768267
2026-05-14 17:12:59.983023+02:00,0.0024220843333750963
2026-05-14 17:12:59.998648+02:00,0.0020624015014618635
2026-05-14 17:13:00.014273+02:00,0.001534074079245329
2026-05-14 17:13:00.029898+02:00,0.0008821585215628147
2026-05-14 17:13:00.045523+02:00,0.00016646782751195133
2026-05-14 17:13:00.061148+02:00,-0.0005490509793162346
2026-05-14 17:13:00.076773+02:00,-0.0012081870809197426
2026-05-14 17:13:00.092398+02:00,-0.0017700673779472709
2026-05-14 17:13:00.108023+02:00,-0.002212243154644966
2026-05-14 17:13:00.123648+02:00,-0.0025253980420529842
2026-05-14 17:13:00.139273+02:00,-0.0027099878061562777
2026-05-14 17:13:00.154898+02:00,-0.00278293970040977
2026-05-14 17:13:00.170523+02:00,-0.00277834665030241
2026-05-14 17:13:00.186148+02:00,-0.002734714187681675
2026-05-14 17:13:00.201773+02:00,-0.002681157784536481
2026-05-14 17:13:00.217398+02:00,-0.0026327832601964474
2026-05-14 17:13:00.233023+02:00,-0.002594386227428913
2026-05-14 17:13:00.248648+02:00,-0.0025663834530860186
2026-05-14 17:13:00.264273+02:00,-0.002547992393374443
2026-05-14 17:13:00.279898+02:00,-0.002534927800297737
2026-05-14 17:13:00.295523+02:00,-0.0025184282567352057
2026-05-14 17:13:00.311148+02:00,-0.0024911807850003242
2026-05-14 17:13:00.326773+02:00,-0.002452176995575428
2026-05-14 17:13:00.342398+02:00,-0.002406096551567316
2026-05-14 17:13:00.358023+02:00,-0.002360933693125844
2026-05-14 17:13:00.373648+02:00,-0.0023250787053257227
2026-05-14 17:13:00.389273+02:00,-0.002300502732396126
2026-05-14 17:13:00.404898+02:00,-0.0022756990510970354
2026-05-14 17:13:00.420523+02:00,-0.002230697777122259
2026-05-14 17:13:00.436148+02:00,-0.0021523688919842243
2026-05-14 17:13:00.451773+02:00,-0.002044773194938898
2026-05-14 17:13:00.467398+02:00,-0.001925833523273468
2026-05-14 17:13:00.483023+02:00,-0.0018158535240218043
2026-05-14 17:13:00.498648+02:00,-0.0017350976122543216
2026-05-14 17:13:00.514273+02:00,-0.0017061580438166857
2026-05-14 17:13:00.529898+02:00,-0.0017390974098816514
2026-05-14 17:13:00.545523+02:00,-0.001816150383092463
2026-05-14 17:13:00.561148+02:00,-0.0018999202875420451
2026-05-14 17:13:00.576773+02:00,-0.0019492098363116384
2026-05-14 17:13:00.592398+02:00,-0.001929324702359736
2026-05-14 17:13:00.608023+02:00,-0.0018201102502644062
2026-05-14 17:13:00.623648+02:00,-0.0016181506216526031
2026-05-14 17:13:00.639273+02:00,-0.0013336197007447481
2026-05-14 17:13:00.654898+02:00,-0.0009881982114166021
2026-05-14 17:13:00.670523+02:00,-0.000609121285378933
2026-05-14 17:13:00.686148+02:00,-0.0002198598813265562
2026-05-14 17:13:00.701773+02:00,0.00015941145829856396
2026-05-14 17:13:00.717398+02:00,0.0005063214339315891
2026-05-14 17:13:00.733023+02:00,0.0008015504572540522
2026-05-14 17:13:00.748648+02:00,0.001040464616380632
2026-05-14 17:13:00.764273+02:00,0.0012346984585747123
2026-05-14 17:13:00.779898+02:00,0.0014021073002368212
2026-05-14 17:13:00.795523+02:00,0.0015565869398415089
2026-05-14 17:13:00.811148+02:00,0.0017001418163999915
2026-05-14 17:13:00.826773+02:00,0.0018203696236014366
2026-05-14 17:13:00.842398+02:00,0.001904178410768509
2026-05-14 17:13:00.858023+02:00,0.001955496845766902
2026-05-14 17:13:00.873648+02:00,0.0019940934143960476
2026-05-14 17:13:00.889273+02:00,0.0020406118128448725
2026-05-14 17:13:00.904898+02:00,0.002104362938553095
2026-05-14 17:13:00.920523+02:00,0.0021788221783936024
2026-05-14 17:13:00.936148+02:00,0.0022465952206403017
2026-05-14 17:13:00.951773+02:00,0.0022915678564459085
2026-05-14 17:13:00.967398+02:00,0.002308784518390894
2026-05-14 17:13:00.983023+02:00,0.0023048482835292816
2026-05-14 17:13:00.998648+02:00,0.002288894262164831
2026-05-14 17:13:01.014273+02:00,0.002262305933982134
2026-05-14 17:13:01.029898+02:00,0.0022169630974531174
2026-05-14 17:13:01.045523+02:00,0.0021408696193248034
2026-05-14 17:13:01.061148+02:00,0.002024240791797638
2026-05-14 17:13:01.076773+02:00,0.0018685695249587297
2026-05-14 17:13:01.092398+02:00,0.0016964806709438562
2026-05-14 17:13:01.108023+02:00,0.0015454038511961699
2026-05-14 17:13:01.123648+02:00,0.0014450573362410069
2026-05-14 17:13:01.139273+02:00,0.001403626287356019
2026-05-14 17:13:01.154898+02:00,0.0014162046136334538
2026-05-14 17:13:01.170523+02:00,0.0014774724841117859
2026-05-14 17:13:01.186148+02:00,0.001579434610903263
2026-05-14 17:13:01.201773+02:00,0.0017050111200660467
2026-05-14 17:13:01.217398+02:00,0.001831935252994299
2026-05-14 17:13:01.233023+02:00,0.0019421030301600695
2026-05-14 17:13:01.248648+02:00,0.0020238047000020742
2026-05-14 17:13:01.264273+02:00,0.00206454424187541
2026-05-14 17:13:01.279898+02:00,0.002049557166174054
2026-05-14 17:13:01.295523+02:00,0.00197011511772871
2026-05-14 17:13:01.311148+02:00,0.0018291203305125237
2026-05-14 17:13:01.326773+02:00,0.0016415471909567714
2026-05-14 17:13:01.342398+02:00,0.0014312672428786755
2026-05-14 17:13:01.358023+02:00,0.0012239668285474181
2026-05-14 17:13:01.373648+02:00,0.0010396884754300117
2026-05-14 17:13:01.389273+02:00,0.000887693022377789
2026-05-14 17:13:01.404898+02:00,0.000766972079873085
2026-05-14 17:13:01.420523+02:00,0.0006697233184240758
2026-05-14 17:13:01.436148+02:00,0.0005806784611195326
2026-05-14 17:13:01.451773+02:00,0.00048108186456374824
2026-05-14 17:13:01.467398+02:00,0.0003632727894000709
2026-05-14 17:13:01.483023+02:00,0.0002383706159889698
2026-05-14 17:13:01.498648+02:00,0.00012773944763466716
2026-05-14 17:13:01.514273+02:00,5.131185753270984e-05
2026-05-14 17:13:01.529898+02:00,2.4900014977902174e-05
2026-05-14 17:13:01.545523+02:00,6.115535506978631e-05
2026-05-14 17:13:01.561148+02:00,0.00016332196537405252
2026-05-14 17:13:01.576773+02:00,0.00031883292831480503
2026-05-14 17:13:01.592398+02:00,0.0005019005620852113
2026-05-14 17:13:01.608023+02:00,0.0006799195543862879
2026-05-14 17:13:01.623648+02:00,0.0008223714539781213
2026-05-14 17:13:01.639273+02:00,0.0009138535824604332
2026-05-14 17:13:01.654898+02:00,0.0009616378811188042
2026-05-14 17:13:01.670523+02:00,0.0009874789975583553
2026-05-14 17:13:01.686148+02:00,0.0010088087292388082
2026-05-14 17:13:01.701773+02:00,0.0010245547164231539
2026-05-14 17:13:01.717398+02:00,0.0010150111047551036
2026-05-14 17:13:01.733023+02:00,0.0009519178420305252
2026-05-14 17:13:01.748648+02:00,0.0008108881302177906
