Timestamp,Raw,Notch_50Hz,Butterworth,Final_Result,Artifact,SNR
142640,438,438.07,-37.32,-37.32,0,12.35
142642,438,438.0,-38.38,-38.38,0,12.35
142643,438,437.93,-39.44,-39.44,0,12.35
142644,437,437.0,-40.5,-40.5,0,12.35
142645,436,436.07,-41.56,-41.56,0,12.35
142646,436,436.0,-42.62,-42.62,0,12.35
142647,436,435.92,-43.68,-43.68,0,12.35
142648,436,436.0,-44.74,-44.74,0,12.35
142649,436,436.08,-45.81,-45.81,0,12.35
142650,435,435.0,-46.87,-46.87,0,12.35
142655,432,431.91,-47.94,-47.94,0,12.35
142660,432,432.0,-49.01,-49.01,0,12.35
142665,429,429.09,-50.08,-50.08,0,12.35
142670,427,427.0,-51.14,-51.14,0,12.35
142675,426,425.9,-52.21,-52.21,0,12.35
142680,422,422.0,-53.27,-53.27,0,12.35
142685,423,423.11,-54.33,-54.33,0,12.35
142690,423,423.0,-55.38,-55.38,0,12.35
142695,422,421.89,-56.44,-56.44,0,12.35
142700,421,421.0,-57.5,-57.5,0,12.35
142705,420,420.12,-58.55,-58.55,0,12.35
142710,420,420.01,-59.62,-59.62,0,12.35
142715,419,418.88,-60.69,-60.69,0,12.35
142720,421,420.99,-61.77,-61.77,0,12.35
142725,419,419.13,-62.87,-62.87,0,12.35
142730,419,419.02,-63.99,-63.99,0,12.35
142735,418,417.86,-65.13,-65.13,0,12.35
142740,419,418.98,-66.29,-66.29,0,12.35
142745,420,420.15,-67.49,-67.49,0,12.35
142750,423,423.02,-68.71,-68.71,0,12.35
142755,421,420.84,-69.97,-69.97,0,12.35
142760,423,422.97,-71.26,-71.26,0,12.35
142765,421,421.17,-72.59,-72.59,0,12.35
142770,422,422.03,-73.94,-73.94,0,12.35
142775,424,423.82,-75.32,-75.32,0,12.35
142780,424,423.96,-76.73,-76.73,0,12.35
142785,424,424.19,-78.14,-78.14,0,12.35
142790,425,425.04,-79.56,-79.56,0,12.35
142795,429,428.81,-80.96,-80.96,0,12.35
142800,425,424.96,-82.33,-82.33,0,12.35
142805,426,426.19,-83.65,-83.65,0,12.35
142810,426,426.05,-84.91,-84.91,0,12.35
142815,425,424.81,-86.06,-86.06,0,12.35
142820,426,425.95,-87.09,-87.09,0,12.35
142825,425,425.19,-87.95,-87.95,0,12.35
142830,425,425.06,-88.62,-88.62,0,12.35
142835,426,425.81,-89.06,-88.62,0,12.35
142840,426,425.94,-89.23,-88.62,0,12.35
142845,423,423.19,-89.09,-88.62,0,12.35
142850,424,424.06,-88.58,-88.58,0,12.35
142855,421,420.81,-87.67,-87.67,0,12.35
142860,424,423.94,-86.31,-86.31,0,12.35
142865,423,423.19,-84.45,-84.45,0,12.35
142870,421,421.06,-82.05,-82.05,0,12.35
142875,421,420.81,-79.05,-79.05,0,12.35
142880,420,419.94,-75.43,-75.43,0,12.35
142885,420,420.2,-71.13,-71.13,0,12.35
142890,421,421.06,-66.13,-66.13,0,12.35
142895,422,421.8,-60.39,-60.39,0,12.35
142900,423,422.94,-53.88,-53.88,0,12.35
142905,422,422.2,-46.59,-46.59,0,12.35
142910,424,424.06,-38.5,-38.5,0,12.35
142915,428,427.8,-29.63,-29.63,0,12.35
142920,431,430.95,-19.97,-19.97,0,12.35
142925,437,437.2,-9.55,-9.55,0,12.35
142930,445,445.05,1.61,1.61,0,12.35
142935,454,453.8,13.44,13.44,0,12.35
142940,467,466.96,25.9,25.9,0,12.35
142945,483,483.21,38.91,38.91,0,12.35
142950,500,500.04,52.38,52.38,0,12.35
142955,521,520.79,66.22,66.22,0,12.35
142960,545,544.96,80.32,80.32,0,12.35
142965,570,570.21,94.56,94.56,0,12.35
142970,596,596.03,108.82,108.82,0,12.35
142975,622,621.78,122.97,122.97,0,12.35
142980,649,648.97,136.87,136.87,0,12.35
142985,675,675.23,150.39,150.39,0,12.35
142990,700,700.03,163.4,163.4,0,12.35
142995,725,724.76,175.77,175.77,0,12.35
143000,745,744.98,187.39,187.39,0,12.35
143005,762,762.24,198.14,198.14,0,12.35
143010,775,775.01,207.94,207.94,0,12.35
143015,789,788.75,216.69,216.69,0,12.35
143020,798,797.99,224.33,224.33,0,12.35
143025,804,804.26,230.81,230.81,0,12.35
143030,807,806.99,236.08,236.08,0,12.35
143035,808,807.73,240.12,240.12,0,12.35
143040,806,806.02,242.92,242.92,0,12.35
143045,800,800.27,244.5,242.92,0,12.35
143050,793,792.96,244.87,242.92,0,12.35
143055,790,789.72,244.08,242.92,0,12.35
143060,766,766.04,242.15,242.15,0,12.35
143065,761,761.27,239.16,239.16,0,12.35
143070,750,749.96,235.17,235.17,0,12.35
143075,737,736.74,230.24,230.24,0,12.35
143080,726,726.04,224.45,224.45,0,12.35
143085,714,714.25,217.89,217.89,0,12.35
143090,702,701.97,210.63,210.63,0,12.35
143095,690,689.76,202.75,202.75,0,12.35
143100,680,680.03,194.33,194.33,0,12.35
143105,671,671.24,185.46,185.46,0,12.35
143110,663,662.98,176.2,176.2,0,12.35
143115,655,654.76,166.63,166.63,0,12.35
143120,648,648.02,156.83,156.83,0,12.35
143125,637,637.23,146.85,146.85,0,12.35
143130,633,632.99,136.76,136.76,0,12.35
143135,628,627.78,126.62,126.62,0,12.35
143140,619,619.01,116.48,116.48,0,12.35
143145,614,614.21,106.4,106.4,0,12.35
143150,605,605.0,96.43,96.43,0,12.35
143155,599,598.8,86.61,86.61,0,12.35
143160,591,591.0,76.98,76.98,0,12.35
143165,584,584.19,67.6,67.6,0,12.35
143170,573,573.0,58.49,58.49,0,12.35
143175,563,562.82,49.69,49.69,0,12.35
143180,552,552.0,41.25,41.25,0,12.35
143185,544,544.17,33.18,33.18,0,12.35
143190,535,535.01,25.53,25.53,0,12.35
143195,525,524.83,18.31,18.31,0,12.35
143200,518,517.98,11.54,11.54,0,12.35
143205,508,508.17,5.24,5.24,0,12.35
143210,501,501.02,-0.58,-0.58,0,12.35
143215,497,496.84,-5.9,-5.9,0,12.35
143220,491,490.97,-10.74,-10.74,0,12.35
143225,488,488.16,-15.1,-15.1,0,12.35
143230,485,485.03,-18.97,-18.97,0,12.35
143235,484,483.85,-22.39,-22.39,0,12.35
143240,482,481.97,-25.36,-25.36,0,12.35
143245,481,481.14,-27.9,-27.9,0,12.35
143250,481,481.04,-30.05,-30.05,0,12.35
143255,483,482.87,-31.83,-31.83,0,12.35
143260,485,484.96,-33.28,-33.28,0,12.35
143265,486,486.13,-34.43,-34.43,0,12.35
143270,487,487.04,-35.32,-35.32,0,12.35
143275,488,487.88,-35.97,-35.97,0,12.35
143280,491,490.96,-36.44,-36.44,0,12.35
143285,492,492.11,-36.76,-36.76,0,12.35
143290,494,494.03,-36.97,-36.97,0,12.35
143295,494,493.89,-37.09,-37.09,0,12.35
143300,496,495.97,-37.16,-37.16,0,12.35
143305,497,497.11,-37.23,-37.23,0,12.35
143310,498,498.03,-37.3,-37.3,0,12.35
143315,497,496.89,-37.41,-37.41,0,12.35
143320,497,496.97,-37.59,-37.59,0,12.35
143325,495,495.1,-37.84,-37.84,0,12.35
143330,494,494.03,-38.2,-38.2,0,12.35
143335,494,493.9,-38.67,-38.67,0,12.35
143340,491,490.97,-39.25,-39.25,0,12.35
143345,491,491.1,-39.97,-39.97,0,12.35
143350,488,488.03,-40.82,-40.82,0,12.35
