Timestamp,Raw,Notch_50Hz,Butterworth,Final_Result,Artifact,SNR
137325,507,506.86,-1.74,-1.69,0,5.89
137330,508,507.82,-1.72,-1.69,0,5.89
137335,507,507.15,-1.71,-1.69,0,5.89
137340,505,505.18,-1.69,-1.69,0,5.89
137345,506,505.85,-1.67,-1.67,0,5.89
137350,505,504.82,-1.65,-1.65,0,5.89
137355,506,506.16,-1.62,-1.62,0,5.89
137360,506,506.18,-1.59,-1.59,0,5.89
137365,506,505.84,-1.56,-1.56,0,5.89
137370,508,507.82,-1.52,-1.52,0,5.89
137375,506,506.17,-1.48,-1.48,0,5.89
137380,505,505.18,-1.44,-1.44,0,5.89
137385,508,507.82,-1.4,-1.4,0,5.89
137390,507,506.83,-1.36,-1.36,0,5.89
137395,508,508.18,-1.32,-1.32,0,5.89
137400,508,508.16,-1.29,-1.29,0,5.89
137405,509,508.81,-1.26,-1.26,0,5.89
137410,509,508.84,-1.24,-1.24,0,5.89
137415,509,509.19,-1.23,-1.24,0,5.89
137420,508,508.15,-1.22,-1.24,0,5.89
137425,509,508.8,-1.23,-1.24,0,5.89
137430,509,508.86,-1.24,-1.24,0,5.89
137435,509,509.21,-1.27,-1.27,0,5.89
137440,510,510.14,-1.3,-1.3,0,5.89
137445,512,511.79,-1.35,-1.35,0,5.89
137450,508,507.87,-1.41,-1.41,0,5.89
137455,509,509.21,-1.47,-1.47,0,5.89
137460,509,509.13,-1.55,-1.55,0,5.89
137465,509,508.79,-1.63,-1.63,0,5.89
137470,510,509.87,-1.72,-1.72,0,5.89
137475,510,510.21,-1.81,-1.81,0,5.89
137480,508,508.12,-1.9,-1.9,0,5.89
137485,510,509.79,-1.99,-1.99,0,5.89
137490,509,508.88,-2.08,-2.08,0,5.89
137495,510,510.22,-2.17,-2.17,0,5.89
137500,510,510.11,-2.24,-2.24,0,5.89
137505,509,508.78,-2.31,-2.31,0,5.89
137510,510,509.89,-2.35,-2.35,0,5.89
137515,508,508.23,-2.38,-2.35,0,5.89
137520,510,510.1,-2.39,-2.35,0,5.89
137525,510,509.77,-2.36,-2.35,0,5.89
137530,509,508.9,-2.31,-2.31,0,5.89
137535,508,508.23,-2.22,-2.22,0,5.89
137540,508,508.1,-2.09,-2.09,0,5.89
137545,509,508.77,-1.91,-1.91,0,5.89
137550,509,508.91,-1.69,-1.69,0,5.89
